year_bin	prcp	t2m	u10m	v10m
2015-2024	0.40	0.98	0.88	0.90
2025-2034	0.40	0.98	0.88	0.89
2035-2044	0.40	0.98	0.88	0.89
2045-2054	0.39	0.98	0.88	0.89
2055-2064	0.37	0.98	0.88	0.89
2065-2074	0.38	0.98	0.87	0.89
2075-2080	0.37	0.98	0.87	0.89
