metric	prcp	t2m	u10m	v10m
RMSE	13.83	2.19	1.30	1.52
MAE	7.34	1.90	0.96	1.13
CORR	0.22	0.93	0.46	0.46
CRPS	7.34	1.90	0.96	1.13
STD_DEV	0.00	0.00	0.00	0.00
