month	prcp	t2m	u10m	v10m
1	-0.327	-0.182	-0.110	-0.154
2	-0.334	-0.174	-0.108	-0.150
3	-0.360	-0.177	-0.110	-0.149
4	-0.433	-0.182	-0.107	-0.142
5	-0.654	-0.177	-0.095	-0.130
6	-0.831	-0.174	-0.103	-0.139
7	-0.799	-0.171	-0.097	-0.135
8	-0.995	-0.174	-0.101	-0.132
9	-0.893	-0.171	-0.097	-0.130
10	-0.469	-0.173	-0.100	-0.150
11	-0.306	-0.177	-0.101	-0.149
12	-0.307	-0.181	-0.104	-0.151
