metric	prcp	t2m	u10m	v10m
RMSE	0.145	-0.017	0.022	0.027
MAE	0.186	-0.012	0.020	0.026
CRPS	0.186	-0.012	0.020	0.026
STD_DEV	0.000	0.000	0.000	0.000
