month	prcp	t2m	u10m	v10m
1	1.11	0.46	0.33	0.40
2	0.84	0.47	0.34	0.41
3	1.14	0.49	0.33	0.40
4	2.55	0.51	0.35	0.41
5	4.72	0.53	0.39	0.46
6	7.42	0.42	0.35	0.41
7	8.76	0.45	0.38	0.42
8	10.16	0.47	0.43	0.44
9	8.76	0.40	0.36	0.43
10	5.22	0.42	0.35	0.41
11	0.78	0.39	0.30	0.37
12	1.19	0.50	0.33	0.41
