month	prcp	t2m	u10m	v10m
1	5.80	1.23	0.64	0.72
2	4.80	1.25	0.67	0.78
3	5.63	1.30	0.68	0.76
4	9.93	1.39	0.70	0.82
5	17.61	1.42	0.71	0.84
6	28.72	1.53	0.78	0.96
7	24.68	1.37	0.73	0.95
8	28.60	1.24	0.75	0.92
9	21.67	1.27	0.73	0.86
10	8.93	1.15	0.61	0.72
11	4.91	1.14	0.57	0.65
12	3.51	1.17	0.58	0.66
