year_bin	prcp	t2m	u10m	v10m
2015-2024	5.54	0.79	0.40	0.45
2025-2034	5.55	0.78	0.40	0.45
2035-2044	5.87	0.78	0.41	0.45
2045-2054	5.85	0.77	0.40	0.45
2055-2064	5.69	0.77	0.39	0.45
2065-2074	5.87	0.78	0.40	0.45
2075-2080	6.18	0.78	0.40	0.45
