year_bin	prcp	t2m	u10m	v10m
2015-2024	5.94	0.71	0.39	0.43
2025-2034	6.01	0.70	0.39	0.43
2035-2044	6.46	0.70	0.39	0.44
2045-2054	6.63	0.70	0.39	0.43
2055-2064	6.09	0.70	0.38	0.43
2065-2074	6.23	0.71	0.39	0.44
2075-2080	6.76	0.71	0.39	0.44
