metric	prcp	t2m	u10m	v10m
RMSE	14.35	1.04	0.63	0.69
MAE	8.28	0.85	0.48	0.52
CORR	0.32	0.98	0.87	0.85
CRPS	8.28	0.85	0.48	0.52
STD_DEV	0.00	0.00	0.00	0.00
