month	prcp	t2m	u10m	v10m
1	1.72	0.64	0.27	0.28
2	2.57	0.65	0.30	0.31
3	3.01	0.64	0.33	0.33
4	5.21	0.67	0.34	0.35
5	8.94	0.72	0.36	0.38
6	12.68	0.75	0.37	0.40
7	8.90	0.65	0.32	0.35
8	11.52	0.68	0.35	0.38
9	8.55	0.63	0.32	0.35
10	3.31	0.57	0.27	0.30
11	1.61	0.58	0.26	0.26
12	1.92	0.62	0.27	0.27
