month	prcp	t2m	u10m	v10m
1	2.00	0.79	0.36	0.37
2	2.95	0.80	0.40	0.42
3	3.39	0.79	0.43	0.44
4	5.71	0.83	0.45	0.46
5	9.74	0.88	0.46	0.49
6	13.75	0.93	0.48	0.53
7	9.67	0.81	0.42	0.46
8	12.55	0.85	0.46	0.49
9	9.37	0.79	0.42	0.46
10	3.65	0.71	0.36	0.40
11	1.83	0.72	0.34	0.36
12	2.19	0.76	0.35	0.37
