month	prcp	t2m	u10m	v10m
1	6.33	1.13	0.79	0.86
2	4.99	1.13	0.80	0.91
3	5.71	1.19	0.79	0.89
4	9.92	1.29	0.82	0.91
5	18.19	1.30	0.81	0.90
6	29.08	1.43	0.88	0.98
7	25.14	1.31	0.84	0.94
8	28.69	1.25	0.88	0.93
9	21.82	1.19	0.81	0.94
10	8.92	1.04	0.74	0.86
11	4.96	1.00	0.73	0.81
12	3.35	1.01	0.72	0.81
