month	prcp	t2m	u10m	v10m
1	0.40	0.97	0.88	0.90
2	0.41	0.97	0.89	0.91
3	0.26	0.96	0.86	0.88
4	0.19	0.96	0.84	0.86
5	0.22	0.96	0.80	0.80
6	0.24	0.95	0.75	0.78
7	0.19	0.97	0.79	0.81
8	0.23	0.96	0.77	0.79
9	0.25	0.95	0.77	0.76
10	0.32	0.98	0.88	0.89
11	0.39	0.98	0.92	0.94
12	0.42	0.98	0.91	0.94
