year_bin	prcp	t2m	u10m	v10m
2015-2024	5.65	0.81	0.45	0.45
2025-2034	5.88	0.82	0.45	0.46
2035-2044	6.28	0.79	0.45	0.46
2045-2054	6.41	0.78	0.45	0.46
2055-2064	6.91	0.80	0.46	0.47
2065-2074	7.10	0.80	0.45	0.47
2075-2080	7.08	0.83	0.46	0.48
