year_bin	prcp	t2m	u10m	v10m
2015-2024	10.80	0.99	0.57	0.58
2025-2034	11.16	0.99	0.57	0.59
2035-2044	11.86	0.96	0.57	0.59
2045-2054	12.01	0.95	0.56	0.59
2055-2064	12.95	0.98	0.58	0.60
2065-2074	13.31	0.98	0.58	0.61
2075-2080	13.18	1.01	0.58	0.62
