year_bin	prcp	t2m	u10m	v10m
2015-2024	5.08	0.66	0.34	0.34
2025-2034	5.28	0.66	0.34	0.35
2035-2044	5.68	0.63	0.35	0.35
2045-2054	5.82	0.63	0.34	0.35
2055-2064	6.30	0.65	0.35	0.36
2065-2074	6.50	0.65	0.35	0.36
2075-2080	6.48	0.67	0.35	0.37
