year_bin	prcp	t2m	u10m	v10m
2015-2024	0.011	-0.097	-0.031	-0.086
2025-2034	0.016	-0.097	-0.029	-0.087
2035-2044	0.001	-0.100	-0.027	-0.085
2045-2054	0.006	-0.101	-0.028	-0.083
2055-2064	0.010	-0.099	-0.028	-0.083
2065-2074	0.017	-0.082	-0.026	-0.082
2075-2080	0.000	-0.096	-0.029	-0.083
