year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.437	-0.227	-0.113	-0.169
2025-2034	-0.442	-0.224	-0.113	-0.170
2035-2044	-0.453	-0.229	-0.111	-0.168
2045-2054	-0.426	-0.228	-0.109	-0.166
2055-2064	-0.437	-0.226	-0.110	-0.166
2065-2074	-0.470	-0.212	-0.110	-0.167
2075-2080	-0.448	-0.224	-0.111	-0.168
