year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.468	-0.238	-0.120	-0.178
2025-2034	-0.473	-0.235	-0.119	-0.179
2035-2044	-0.484	-0.240	-0.117	-0.177
2045-2054	-0.456	-0.239	-0.116	-0.175
2055-2064	-0.468	-0.237	-0.116	-0.176
2065-2074	-0.502	-0.223	-0.117	-0.176
2075-2080	-0.479	-0.235	-0.118	-0.177
