metric	prcp	t2m	u10m	v10m
RMSE	0.073	0.032	0.036	0.055
MAE	0.148	0.025	0.033	0.049
CORR	-0.031	-0.001	-0.009	-0.010
CRPS	0.148	0.025	0.033	0.049
STD_DEV	0.000	0.000	0.000	0.000
