month	prcp	t2m	u10m	v10m
1	3.03	0.92	0.49	0.49
2	2.58	0.95	0.49	0.52
3	2.87	1.00	0.49	0.50
4	3.49	1.05	0.49	0.51
5	9.53	0.99	0.51	0.53
6	15.72	1.17	0.61	0.65
7	13.70	1.08	0.56	0.64
8	18.17	0.91	0.59	0.59
9	13.42	0.92	0.55	0.60
10	5.66	0.85	0.48	0.51
11	2.64	0.81	0.46	0.47
12	1.82	0.90	0.46	0.45
