year_bin	prcp	t2m	u10m	v10m
2015-2024	6.44	1.42	0.73	0.82
2025-2034	7.08	2.03	1.04	1.21
2035-2044	7.62	2.03	1.03	1.20
2045-2054	7.10	1.99	1.02	1.21
2055-2064	7.47	1.98	1.01	1.17
2065-2074	7.88	2.00	1.06	1.20
2075-2080	8.90	1.89	1.05	1.22
