year_bin	prcp	t2m	u10m	v10m
2015-2024	5.66	0.82	0.45	0.46
2025-2034	5.89	0.83	0.45	0.46
2035-2044	6.29	0.80	0.45	0.47
2045-2054	6.42	0.79	0.45	0.46
2055-2064	6.92	0.81	0.46	0.48
2065-2074	7.11	0.81	0.46	0.48
2075-2080	7.09	0.83	0.46	0.49
