year_bin	prcp	t2m	u10m	v10m
2015-2024	5.11	0.67	0.35	0.35
2025-2034	5.32	0.68	0.35	0.36
2035-2044	5.71	0.65	0.35	0.36
2045-2054	5.85	0.64	0.35	0.36
2055-2064	6.33	0.66	0.36	0.37
2065-2074	6.53	0.66	0.36	0.37
2075-2080	6.51	0.69	0.36	0.38
