month	prcp	t2m	u10m	v10m
1	3.047	2.590	0.899	1.369
2	2.983	2.729	0.877	1.349
3	3.186	2.809	0.880	1.372
4	3.237	2.917	0.896	1.301
5	2.220	3.023	0.827	1.195
6	1.910	3.120	0.880	1.265
7	3.458	3.078	0.862	1.251
8	2.386	2.983	0.787	1.220
9	2.848	3.087	0.908	1.291
10	1.476	2.992	0.901	1.334
11	2.856	2.863	0.896	1.362
12	2.643	2.749	0.871	1.346
