year_bin	prcp	t2m	u10m	v10m
2015-2024	5.34	0.63	0.33	0.37
2025-2034	6.13	0.63	0.34	0.38
2035-2044	5.93	0.63	0.34	0.38
2045-2054	5.94	0.62	0.33	0.37
2055-2064	5.96	0.62	0.33	0.37
2065-2074	6.69	0.63	0.34	0.38
2075-2080	6.83	0.62	0.34	0.38
