year_bin	prcp	t2m	u10m	v10m
2015-2024	0.32	0.97	0.85	0.86
2025-2034	0.33	0.97	0.85	0.86
2035-2044	0.33	0.97	0.85	0.86
2045-2054	0.31	0.97	0.84	0.86
2055-2064	0.31	0.97	0.85	0.86
2065-2074	0.32	0.97	0.84	0.85
2075-2080	0.31	0.97	0.84	0.85
