month	prcp	t2m	u10m	v10m
1	-0.154	-0.122	-0.085	-0.125
2	-0.116	-0.138	-0.084	-0.120
3	-0.152	-0.142	-0.083	-0.108
4	-0.253	-0.125	-0.078	-0.107
5	-0.341	-0.127	-0.084	-0.115
6	-0.537	-0.107	-0.077	-0.098
7	-0.552	-0.120	-0.088	-0.118
8	-0.601	-0.112	-0.086	-0.108
9	-0.475	-0.119	-0.076	-0.097
10	-0.318	-0.116	-0.079	-0.105
11	-0.120	-0.140	-0.082	-0.109
12	-0.159	-0.129	-0.083	-0.116
