month	prcp	t2m	u10m	v10m
1	5.71	3.21	1.35	1.91
2	4.93	3.31	1.33	1.87
3	5.92	3.46	1.32	1.90
4	8.11	3.52	1.35	1.86
5	11.68	3.70	1.36	1.81
6	15.85	3.61	1.33	1.81
7	19.52	3.62	1.38	1.84
8	20.87	3.57	1.38	1.82
9	18.19	3.60	1.41	1.88
10	13.41	3.51	1.39	1.91
11	5.09	3.38	1.30	1.85
12	5.09	3.39	1.33	1.90
