month	prcp	t2m	u10m	v10m
1	4.03	0.92	0.47	0.50
2	5.31	0.90	0.50	0.53
3	5.07	0.91	0.52	0.55
4	7.84	0.92	0.55	0.58
5	16.08	0.93	0.58	0.62
6	21.42	0.97	0.64	0.67
7	20.84	0.86	0.58	0.61
8	25.94	0.90	0.63	0.65
9	22.28	0.84	0.57	0.63
10	12.00	0.79	0.49	0.54
11	5.70	0.80	0.46	0.48
12	4.82	0.88	0.47	0.49
