year_bin	prcp	t2m	u10m	v10m
2015-2024	11.30	0.93	0.58	0.60
2025-2034	11.22	0.91	0.58	0.60
2035-2044	12.29	0.89	0.58	0.61
2045-2054	12.01	0.89	0.57	0.61
2055-2064	13.40	0.91	0.58	0.62
2065-2074	13.65	0.92	0.58	0.63
2075-2080	13.16	0.95	0.58	0.64
