year_bin	prcp	t2m	u10m	v10m
2015-2024	6.31	0.75	0.46	0.46
2025-2034	6.24	0.74	0.45	0.47
2035-2044	6.87	0.73	0.45	0.47
2045-2054	6.78	0.72	0.45	0.47
2055-2064	7.65	0.74	0.46	0.48
2065-2074	7.82	0.75	0.45	0.49
2075-2080	7.46	0.78	0.45	0.50
