month	prcp	t2m	u10m	v10m
1	-0.195	-0.023	-0.142	-0.177
2	-0.203	-0.022	-0.154	-0.211
3	-0.138	-0.022	-0.167	-0.245
4	-0.109	-0.022	-0.194	-0.285
5	-0.074	-0.021	-0.200	-0.289
6	-0.043	-0.020	-0.203	-0.269
7	-0.035	-0.019	-0.171	-0.254
8	-0.043	-0.019	-0.177	-0.275
9	-0.043	-0.019	-0.203	-0.303
10	-0.131	-0.021	-0.142	-0.193
11	-0.154	-0.022	-0.140	-0.195
12	-0.159	-0.023	-0.144	-0.183
