month	prcp	t2m	u10m	v10m
1	2.179	0.244	0.363	0.579
2	1.995	0.236	0.356	0.567
3	1.928	0.202	0.341	0.560
4	1.769	0.192	0.331	0.568
5	0.640	0.233	0.326	0.579
6	-0.139	0.182	0.301	0.538
7	-0.501	0.177	0.258	0.481
8	-0.339	0.259	0.293	0.533
9	0.144	0.284	0.344	0.568
10	1.515	0.279	0.340	0.544
11	2.174	0.259	0.345	0.577
12	1.866	0.245	0.348	0.584
