year_bin	prcp	t2m	u10m	v10m
2015-2024	11.75	1.55	0.89	1.03
2025-2034	12.91	2.20	1.34	1.57
2035-2044	13.94	2.23	1.32	1.56
2045-2054	13.03	2.20	1.33	1.59
2055-2064	13.56	2.19	1.31	1.54
2065-2074	14.21	2.22	1.37	1.58
2075-2080	15.96	2.14	1.36	1.61
