year_bin	prcp	t2m	u10m	v10m
2015-2024	6.12	1.31	0.66	0.76
2025-2034	6.74	1.91	0.99	1.16
2035-2044	7.29	1.94	0.98	1.16
2045-2054	6.72	1.90	0.98	1.17
2055-2064	7.02	1.89	0.97	1.14
2065-2074	7.43	1.91	1.02	1.17
2075-2080	8.41	1.84	1.01	1.19
