year_bin	prcp	t2m	u10m	v10m
2015-2024	0.049	-0.035	-0.038	-0.044
2025-2034	0.037	-0.039	-0.033	-0.040
2035-2044	0.027	-0.038	-0.033	-0.041
2045-2054	0.014	-0.035	-0.031	-0.037
2055-2064	0.018	-0.030	-0.028	-0.033
2065-2074	-0.007	-0.025	-0.031	-0.035
2075-2080	-0.010	-0.018	-0.033	-0.037
