year_bin	prcp	t2m	u10m	v10m
2015-2024	0.032	-0.022	0.001	-0.057
2025-2034	0.015	-0.022	-0.000	-0.055
2035-2044	0.015	-0.024	-0.002	-0.058
2045-2054	0.015	-0.022	-0.004	-0.059
2055-2064	0.030	-0.025	-0.003	-0.055
2065-2074	-0.009	-0.019	-0.004	-0.051
2075-2080	0.003	-0.019	-0.003	-0.053
