year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.002	0.001	0.013	0.016
2025-2034	-0.002	0.002	0.014	0.016
2035-2044	-0.001	0.001	0.014	0.016
2045-2054	-0.004	0.001	0.013	0.016
2055-2064	-0.003	0.001	0.014	0.017
2065-2074	-0.000	0.001	0.014	0.017
2075-2080	-0.000	0.001	0.014	0.018
