year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.593	-0.171	-0.097	-0.149
2025-2034	-0.631	-0.172	-0.099	-0.148
2035-2044	-0.638	-0.171	-0.099	-0.151
2045-2054	-0.630	-0.170	-0.100	-0.152
2055-2064	-0.644	-0.173	-0.099	-0.150
2065-2074	-0.669	-0.170	-0.101	-0.148
2075-2080	-0.611	-0.172	-0.099	-0.151
