month	prcp	t2m	u10m	v10m
1	2.50	0.53	0.44	0.52
2	1.90	0.53	0.44	0.51
3	2.51	0.58	0.44	0.53
4	5.07	0.63	0.46	0.57
5	9.76	0.67	0.51	0.60
6	14.03	0.51	0.47	0.57
7	15.30	0.53	0.52	0.56
8	18.04	0.57	0.60	0.59
9	15.37	0.47	0.51	0.63
10	11.16	0.47	0.46	0.57
11	2.03	0.47	0.40	0.48
12	2.21	0.58	0.46	0.51
