month	prcp	t2m	u10m	v10m
1	3.69	1.01	0.61	0.67
2	2.81	1.03	0.62	0.67
3	3.17	1.01	0.63	0.69
4	6.40	0.97	0.65	0.78
5	10.69	0.98	0.64	0.76
6	17.30	1.07	0.67	0.81
7	15.30	0.97	0.62	0.80
8	16.51	0.93	0.64	0.78
9	12.18	0.90	0.62	0.75
10	3.69	0.81	0.57	0.65
11	2.17	0.86	0.56	0.63
12	1.78	1.00	0.55	0.60
