month	prcp	t2m	u10m	v10m
1	0.046	-0.010	0.001	0.015
2	0.045	-0.005	0.004	0.019
3	0.023	-0.002	-0.016	0.012
4	0.034	0.010	-0.004	0.009
5	0.003	0.016	-0.009	0.012
6	0.016	0.021	0.010	0.024
7	0.022	0.022	-0.004	0.015
8	0.013	0.016	-0.014	0.004
9	0.021	0.018	-0.014	0.016
10	0.081	0.009	-0.013	0.015
11	0.045	0.007	-0.013	0.011
12	0.037	-0.004	0.005	0.025
