month	prcp	t2m	u10m	v10m
1	2.60	0.58	0.44	0.54
2	1.90	0.59	0.44	0.53
3	2.49	0.61	0.43	0.51
4	4.96	0.63	0.45	0.56
5	9.61	0.68	0.54	0.60
6	14.18	0.51	0.47	0.55
7	15.98	0.54	0.53	0.57
8	18.86	0.62	0.59	0.61
9	15.13	0.53	0.53	0.59
10	10.70	0.51	0.47	0.57
11	2.18	0.52	0.40	0.48
12	2.32	0.66	0.46	0.56
