month	prcp	t2m	u10m	v10m
1	2.07	0.76	0.37	0.41
2	2.34	0.76	0.39	0.43
3	3.05	0.78	0.42	0.47
4	5.65	0.83	0.44	0.49
5	9.06	0.84	0.44	0.49
6	11.87	0.86	0.45	0.52
7	8.78	0.78	0.41	0.47
8	10.58	0.81	0.44	0.48
9	8.46	0.77	0.41	0.45
10	3.43	0.70	0.36	0.41
11	1.87	0.71	0.35	0.38
12	1.88	0.75	0.35	0.39
