month	prcp	t2m	u10m	v10m
1	2.00	0.79	0.36	0.38
2	2.96	0.81	0.40	0.42
3	3.40	0.80	0.43	0.45
4	5.72	0.84	0.45	0.47
5	9.75	0.89	0.46	0.50
6	13.77	0.93	0.48	0.53
7	9.69	0.82	0.42	0.47
8	12.57	0.85	0.46	0.50
9	9.39	0.79	0.42	0.47
10	3.66	0.72	0.36	0.40
11	1.84	0.73	0.34	0.36
12	2.20	0.77	0.36	0.38
