year_bin	prcp	t2m	u10m	v10m
2015-2024	10.75	0.96	0.52	0.55
2025-2034	11.14	0.97	0.53	0.56
2035-2044	11.84	0.96	0.53	0.56
2045-2054	12.00	0.96	0.53	0.56
2055-2064	12.96	1.00	0.54	0.58
2065-2074	13.33	1.00	0.54	0.59
2075-2080	13.21	1.04	0.54	0.60
