year_bin	prcp	t2m	u10m	v10m
2015-2024	5.05	0.63	0.31	0.32
2025-2034	5.27	0.65	0.31	0.32
2035-2044	5.67	0.63	0.31	0.33
2045-2054	5.82	0.63	0.31	0.33
2055-2064	6.31	0.66	0.32	0.34
2065-2074	6.52	0.67	0.32	0.34
2075-2080	6.50	0.70	0.32	0.35
