metric	prcp	t2m	u10m	v10m
RMSE	12.39	0.91	0.58	0.61
MAE	6.99	0.74	0.45	0.48
CORR	0.38	0.99	0.89	0.89
CRPS	6.99	0.74	0.45	0.48
STD_DEV	0.00	0.00	0.00	0.00
