year_bin	prcp	t2m	u10m	v10m
2015-2024	10.46	0.95	0.53	0.56
2025-2034	11.32	0.93	0.54	0.57
2035-2044	11.71	0.93	0.54	0.57
2045-2054	11.40	0.92	0.53	0.57
2055-2064	11.36	0.92	0.53	0.57
2065-2074	12.61	0.94	0.55	0.58
2075-2080	12.49	0.92	0.54	0.58
