month	prcp	t2m	u10m	v10m
1	0.051	-0.070	-0.026	-0.092
2	0.042	-0.054	-0.030	-0.072
3	0.066	-0.053	-0.025	-0.057
4	0.067	-0.061	-0.019	-0.049
5	0.077	-0.055	-0.009	-0.040
6	0.189	-0.064	-0.013	-0.041
7	0.172	-0.065	-0.014	-0.044
8	0.218	-0.064	-0.006	-0.027
9	0.198	-0.067	-0.006	-0.026
10	0.099	-0.084	-0.020	-0.069
11	0.048	-0.089	-0.029	-0.081
12	0.020	-0.053	-0.026	-0.084
