metric	prcp	t2m	u10m	v10m
RMSE	10.81	0.78	0.45	0.50
MAE	5.82	0.63	0.34	0.38
CORR	0.41	0.99	0.91	0.91
CRPS	5.82	0.63	0.34	0.38
STD_DEV	0.00	0.00	0.00	0.00
