metric	prcp	t2m	u10m	v10m
RMSE	0.016	-0.062	-0.017	-0.053
MAE	0.016	-0.051	-0.012	-0.035
CORR	-0.020	0.001	0.009	0.015
CRPS	-0.452	-0.182	-0.098	-0.128
STD_DEV	1.267	0.323	0.231	0.269
