year_bin	prcp	t2m	u10m	v10m
2015-2024	0.045	-0.004	0.011	-0.010
2025-2034	0.043	0.011	0.026	0.010
2035-2044	0.054	0.009	0.024	0.008
2045-2054	0.049	0.009	0.023	0.008
2055-2064	0.038	0.010	0.024	0.010
2065-2074	0.036	0.012	0.023	0.008
2075-2080	0.053	0.006	0.026	0.012
