year_bin	prcp	t2m	u10m	v10m
2015-2024	10.25	0.84	0.45	0.48
2025-2034	10.47	0.81	0.44	0.47
2035-2044	10.87	0.82	0.45	0.48
2045-2054	10.73	0.80	0.44	0.47
2055-2064	10.58	0.81	0.44	0.47
2065-2074	10.90	0.82	0.44	0.48
2075-2080	11.24	0.82	0.45	0.48
