year_bin	prcp	t2m	u10m	v10m
2015-2024	5.23	0.67	0.34	0.36
2025-2034	5.32	0.65	0.33	0.36
2035-2044	5.55	0.66	0.34	0.36
2045-2054	5.45	0.65	0.33	0.36
2055-2064	5.34	0.65	0.33	0.36
2065-2074	5.56	0.67	0.33	0.36
2075-2080	5.73	0.67	0.34	0.36
