year_bin	prcp	t2m	u10m	v10m
2015-2024	4.95	0.61	0.31	0.32
2025-2034	5.37	0.61	0.31	0.32
2035-2044	5.55	0.61	0.31	0.33
2045-2054	5.38	0.60	0.31	0.33
2055-2064	5.39	0.60	0.31	0.33
2065-2074	6.08	0.61	0.32	0.33
2075-2080	6.03	0.60	0.32	0.34
