year_bin	prcp	t2m	u10m	v10m
2015-2024	10.45	0.94	0.52	0.56
2025-2034	11.30	0.92	0.53	0.56
2035-2044	11.69	0.92	0.53	0.57
2045-2054	11.38	0.91	0.53	0.56
2055-2064	11.34	0.91	0.53	0.56
2065-2074	12.60	0.93	0.54	0.57
2075-2080	12.47	0.91	0.54	0.58
