year_bin	prcp	t2m	u10m	v10m
2015-2024	5.49	0.76	0.41	0.43
2025-2034	5.93	0.75	0.41	0.43
2035-2044	6.11	0.76	0.41	0.44
2045-2054	5.92	0.75	0.41	0.43
2055-2064	5.94	0.74	0.41	0.43
2065-2074	6.69	0.76	0.42	0.44
2075-2080	6.60	0.75	0.41	0.44
