year_bin	prcp	t2m	u10m	v10m
2015-2024	10.48	0.90	0.54	0.58
2025-2034	11.77	0.87	0.55	0.59
2035-2044	11.91	0.87	0.54	0.59
2045-2054	11.69	0.86	0.53	0.58
2055-2064	11.64	0.86	0.54	0.58
2065-2074	12.92	0.87	0.55	0.60
2075-2080	13.14	0.86	0.55	0.60
