year_bin	prcp	t2m	u10m	v10m
2015-2024	5.24	0.54	0.31	0.30
2025-2034	5.99	0.52	0.32	0.30
2035-2044	5.99	0.53	0.31	0.30
2045-2054	5.87	0.52	0.31	0.30
2055-2064	5.90	0.52	0.31	0.30
2065-2074	6.68	0.53	0.32	0.31
2075-2080	6.84	0.52	0.31	0.31
