year_bin	prcp	t2m	u10m	v10m
2015-2024	10.49	0.86	0.53	0.52
2025-2034	11.78	0.83	0.53	0.53
2035-2044	11.90	0.83	0.53	0.53
2045-2054	11.69	0.82	0.52	0.53
2055-2064	11.65	0.83	0.52	0.53
2065-2074	12.94	0.83	0.54	0.54
2075-2080	13.16	0.83	0.53	0.54
