month	prcp	t2m	u10m	v10m
1	1.02	0.27	0.19	0.23
2	0.82	0.26	0.19	0.23
3	1.11	0.30	0.20	0.23
4	2.44	0.29	0.21	0.24
5	4.48	0.31	0.24	0.28
6	6.67	0.22	0.21	0.25
7	7.45	0.25	0.24	0.26
8	9.13	0.27	0.27	0.27
9	7.23	0.22	0.24	0.26
10	5.31	0.23	0.22	0.27
11	0.85	0.21	0.18	0.21
12	1.09	0.28	0.20	0.23
