year_bin	prcp	t2m	u10m	v10m
2015-2024	0.019	-0.013	-0.009	-0.035
2025-2034	0.012	-0.014	-0.008	-0.034
2035-2044	0.013	-0.014	-0.009	-0.035
2045-2054	0.011	-0.015	-0.009	-0.036
2055-2064	0.020	-0.012	-0.007	-0.033
2065-2074	0.007	-0.011	-0.008	-0.030
2075-2080	0.017	-0.009	-0.008	-0.031
